no,date,red1,red2,red3,red4,red5,red6,blue1,dummy_red1,dummy_red2,dummy_red3,dummy_red4,dummy_red5,dummy_red6,dummy_blue1
21134,20211123,01,02,16,19,25,31,08,25,15,21,7,27,23,5
21135,20211125,03,10,17,19,21,31,04,21,22,25,9,29,10,10
21136,20211128,02,06,09,15,19,28,16,20,21,23,5,8,33,1
21137,20211130,03,07,10,14,21,24,01,5,2,32,18,29,17,3
21138,20211202,11,14,15,16,27,32,09,10,19,24,5,3,18,16
21139,20211205,12,14,19,23,24,27,01,2,3,14,17,8,7,14
21140,20211207,05,10,16,26,27,33,01,17,23,7,19,5,16,12
21141,20211209,01,14,19,23,26,30,10,29,14,15,28,5,18,7
21142,20211212,04,07,17,19,20,24,16,7,15,14,27,23,26,5
21143,20211214,01,09,11,13,20,29,09,24,11,4,23,1,10,5
21144,20211216,02,05,13,15,23,26,07,23,19,11,4,16,1,14
21145,20211219,04,07,10,14,16,26,09,11,4,12,26,17,18,1
21146,20211221,07,09,21,22,26,32,03,25,31,29,15,6,4,13
21147,20211223,05,10,11,13,27,28,09,12,13,6,26,17,27,5
21148,20211226,10,12,15,17,19,20,08,33,3,19,17,27,2,4
21149,20211228,05,10,15,18,19,32,05,15,25,23,26,3,10,5
21150,20211230,09,14,20,21,24,26,04,11,7,32,10,2,25,15
22001,20220102,06,13,15,17,20,21,03,33,19,20,24,17,32,7
22002,20220104,02,12,21,23,25,31,08,20,5,9,17,26,19,15
22003,20220106,02,05,16,17,18,30,06,33,26,30,7,11,3,3
22004,20220109,05,19,24,28,30,32,14,14,3,28,22,7,26,1
22005,20220111,07,10,12,16,19,31,16,18,29,25,17,33,21,11
22006,20220113,03,06,09,15,22,31,02,30,2,1,31,28,13,5
22007,20220116,01,20,22,23,25,28,16,9,32,19,7,5,11,2
22008,20220118,02,03,07,09,20,21,13,19,18,16,12,15,22,15
22009,20220120,04,15,17,19,25,28,16,22,20,17,31,30,28,9
22010,20220123,12,18,19,20,21,32,15,17,6,22,20,14,25,6
22011,20220125,06,15,23,24,25,33,15,9,15,12,19,28,8,10
22012,20220127,04,07,08,29,30,31,01,27,18,4,32,23,5,3
22013,20220208,02,03,04,07,10,18,15,5,25,10,11,6,2,1
22014,20220210,06,07,13,14,15,27,04,9,16,13,31,15,11,11
22015,20220213,06,14,16,27,28,31,07,6,32,22,23,11,28,13
22016,20220215,05,10,19,20,29,31,14,14,6,13,25,23,12,1
22017,20220217,06,09,24,29,30,32,07,14,4,12,29,24,25,14
22018,20220220,07,11,16,17,30,32,16,33,14,30,18,24,5,14
22019,20220222,05,06,14,20,21,25,08,24,17,20,28,7,5,7
22020,20220224,09,11,14,22,30,32,01,19,8,10,23,11,13,3
22021,20220227,03,07,22,24,26,31,14,27,19,1,17,33,18,6
22022,20220301,01,07,11,15,17,19,06,30,23,10,8,28,27,11
22023,20220303,07,12,17,19,24,25,02,10,30,5,13,31,3,5
22024,20220306,07,09,10,14,19,24,15,31,19,18,4,1,22,11
22025,20220308,06,19,24,25,28,32,04,22,2,21,7,6,20,14
22026,20220310,03,04,10,15,22,24,02,9,1,14,8,13,12,11
22027,20220313,14,15,18,19,26,32,09,25,15,8,29,1,20,7
22028,20220315,05,11,20,22,23,29,09,23,6,22,10,8,20,4
22029,20220317,03,08,10,13,26,32,08,20,17,6,15,32,31,13
22030,20220320,12,23,24,26,27,30,05,6,30,20,15,31,1,3
22031,20220322,01,10,11,22,26,32,07,13,24,15,17,23,7,13
22032,20220324,04,10,11,14,23,32,07,20,2,10,26,30,7,4
22033,20220327,05,12,19,22,25,26,05,3,27,24,12,26,30,15
22034,20220329,14,17,26,31,32,33,10,25,26,1,19,20,16,8
22035,20220331,08,12,13,19,23,25,15,26,22,1,5,18,13,9
22036,20220403,02,03,14,16,26,31,02,23,21,3,10,12,33,8
22037,20220405,01,10,13,20,22,32,14,4,30,19,29,26,2,13
22038,20220407,09,12,13,16,24,32,04,31,21,5,15,17,25,7
22039,20220410,02,06,07,10,15,20,05,9,15,13,27,29,28,8
22040,20220412,03,12,14,16,31,33,12,21,29,11,19,3,24,2
22041,20220414,05,07,21,22,24,29,14,25,4,24,1,12,6,8
22042,20220417,05,10,11,21,22,30,13,23,5,17,27,4,19,14
22043,20220419,02,17,20,23,25,27,08,27,7,26,25,21,18,10
22044,20220421,01,07,08,21,23,29,06,10,23,21,30,9,24,10
22045,20220424,03,12,17,18,19,28,04,9,30,2,31,3,5,15
22046,20220426,02,11,24,25,27,30,14,2,4,8,5,21,19,16
22047,20220428,03,07,08,14,27,30,09,3,17,21,31,25,9,6
22048,20220501,05,07,17,20,26,31,14,8,25,4,6,12,11,6
22049,20220503,02,04,07,18,25,26,10,21,31,25,2,7,20,14
22050,20220505,03,05,08,14,27,33,08,23,10,27,25,29,21,13
22051,20220508,02,05,11,17,21,33,01,1,32,28,25,20,12,10
22052,20220510,07,24,27,29,31,32,15,21,7,10,9,5,16,6
